Age (years b2k)	d18O(permil)
105220	-39.1
105240	-38.76
105260	-39.51
105280	-39.87
105300	-40.21
105320	-39.62
105340	-39.24
105360	-39.53
105380	-39.52
105400	-40.17
105420	-39.9
105440	-39.9
105460	-38.6
105480	-38.23
105500	-38.3
105520	-38.05
105540	-38.36
105560	-37.37
105580	-37.67
105600	-38.2
105620	-37.62
105640	-37.59
105660	-37.6
105680	-37.48
105700	-37.73
105720	-37.11
105740	-37.19
105760	-37.6
105780	-37.6
105800	-37.82
105820	-37.59
105840	-37.43
105860	-37.32
105880	-37.31
105900	-36.44
105920	-37.03
105940	-37.1
105960	-37.26
105980	-36.88
106000	-37.85
106020	-37.27
106040	-37.56
106060	-37.53
106080	-37.66
106100	-37.47
106120	-37.49
106140	-37.31
106160	-37.26
106180	-37.08
106200	-37.19
106220	-37.68
106240	-38.42
106260	-38.61
106280	-39.06
106300	-38.85
106320	-37.81
106340	-36.78
106360	-36.97
106380	-36.97
106400	-37.14
106420	-37.16
106440	-37.66
106460	-36.96
106480	-36.82
106500	-37.76
106520	-37.18
106540	-37.22
106560	-37.13
106580	-37
106600	-37.64
106620	-37.03
106640	-36.77
106660	-36.62
106680	-36.33
106700	-36.34
106720	-36.44
106740	-37.03
106760	-37.37
106780	-39
106800	-40.16
106820	-40.4
106840	-39.94
106860	-39.38
106880	-39.16
106900	-38.51
106920	-37.37
106940	-37.47
106960	-37.06
106980	-37.14
107000	-37.76
107020	-37.53
107040	-37.43
107060	-37.36
107080	-37.65
107100	-37.61
107120	-37.72
107140	-37.76
107160	-37.32
107180	-37.12
107200	-36.82
107220	-37.07
107240	-37.33
107260	-37.5
107280	-37.65
107300	-37.38
107320	-37.48
107340	-37.51
107360	-37.96
107380	-37.86
107400	-37.56
107420	-37.9
107440	-37.09
107460	-36.95
107480	-37.88
107500	-38.13
107520	-37.58
107540	-37.58
107560	-37.48
107580	-37.5
107600	-37.36
107620	-37.04
107640	-37.35
107660	-37.95
107680	-37.92
107700	-37.66
107720	-37.21
107740	-37.01
107760	-37.26
107780	-36.99
107800	-37.01
107820	-37.2
107840	-37.24
107860	-37.48
107880	-37.08
107900	-37.45
107920	-37.39
107940	-37.54
107960	-37.07
107980	-36.66
108000	-36.78
108020	-36.71
108040	-36.88
108060	-36.73
108080	-36.42
108100	-37
108120	-36.58
108140	-36.27
108160	-36.41
108180	-36.49
108200	-36.17
108220	-36.67
108240	-37.37
108260	-37.31
108280	-37.01
108300	-39.28
108320	-40.27
108340	-40.93
108360	-40.5
108380	-40.24
108400	-40.6
108420	-40.9
108440	-41.57
108460	-41.97
108480	-40.96
108500	-40.56
108520	-40.32
108540	-40.54
108560	-40.41
108580	-40.79
108600	-41.13
108620	-40.63
108640	-41.29
108660	-40.97
108680	-41.26
108700	-41.11
108720	-41.35
108740	-40.78
108760	-40.82
108780	-40.49
108800	-40.43
108820	-40.8
108840	-40.07
108860	-40.56
108880	-40.47
108900	-40.92
108920	-41.69
108940	-41.66
108960	-40.56
108980	-41.07
109000	-41.68
109020	-41.67
109040	-41.28
109060	-41.32
109080	-40.75
109100	-41.05
109120	-40.79
109140	-40.89
109160	-40.72
109180	-40.58
109200	-40.8
109220	-41
109240	-41.09
109260	-40.45
109280	-40.72
109300	-40.38
109320	-41.5
109340	-41.86
109360	-41.45
109380	-42.17
109400	-41.65
109420	-41.46
109440	-41.59
109460	-41.05
109480	-41.29
109500	-41.57
109520	-41.64
109540	-41.75
109560	-41.31
109580	-41.19
109600	-41.25
109620	-41.08
109640	-41.33
109660	-41.6
109680	-41.18
109700	-41
109720	-41.34
109740	-41.27
109760	-41.33
109780	-41.57
109800	-41.15
109820	-40.57
109840	-40.93
109860	-40.63
109880	-41.04
109900	-41.38
109920	-41.61
109940	-41.06
109960	-41.23
109980	-40.89
110000	-40.85
110020	-41.71
110040	-41.71
110060	-41.57
110080	-41.13
110100	-41.76
110120	-41.62
110140	-41.51
110160	-42.5
110180	-42.09
110200	-41.69
110220	-41.25
110240	-41.8
110260	-41.33
110280	-41.19
110300	-41.71
110320	-41.6
110340	-41.32
110360	-41.56
110380	-41.56
110400	-41.57
110420	-41.6
110440	-41.53
110460	-41.19
110480	-40.5
110500	-40.5
110520	-41.23
110540	-41.29
110560	-41.68
110580	-41.5
110600	-40.95
110620	-40.17
110640	-40.12
110660	-39.38
110680	-39.78
110700	-39.01
110720	-38.26
110740	-38.11
110760	-38.22
110780	-38.07
110800	-38.78
110820	-38.02
110840	-38.38
110860	-38.35
110880	-37.85
110900	-38.28
110920	-38.49
110940	-38.7
110960	-39.62
110980	-39.86
111000	-39.69
111020	-39.48
111040	-39.73
111060	-39.6
111080	-40.08
111100	-39.57
111120	-40.03
111140	-40.15
111160	-39.52
111180	-39
111200	-39.61
111220	-40.19
111240	-39.71
111260	-39.81
111280	-39.77
111300	-40.08
111320	-39.82
111340	-39.52
111360	-38.74
111380	-39.52
111400	-39.27
111420	-39.19
111440	-39.11
111460	-38.57
111480	-38.56
111500	-38.84
111520	-38.93
111540	-38.19
111560	-38.32
111580	-38.36
111600	-39.32
111620	-38.56
111640	-38.59
111660	-38.86
111680	-39.1
111700	-39.18
111720	-38.32
111740	-38.93
111760	-39.08
111780	-39.37
111800	-38.77
111820	-39.31
111840	-39.34
111860	-38.51
111880	-38.59
111900	-38.88
111920	-38.76
111940	-38.47
111960	-37.94
111980	-37.1
112000	-37.19
112020	-37.83
112040	-38.14
112060	-38.16
112080	-38.62
112100	-38.22
112120	-37.99
112140	-37.85
112160	-37.45
112180	-37.75
112200	-38.19
112220	-38.16
112240	-37.54
112260	-38.32
112280	-37.87
112300	-37.33
112320	-38.12
112340	-38.51
112360	-37.93
112380	-37.75
112400	-37.7
112420	-37.82
112440	-37.62
112460	-37.72
112480	-37.35
112500	-37
112520	-37.81
112540	-37.69
112560	-37.16
112580	-36.7
112600	-37.41
112620	-37.62
112640	-37.44
112660	-37.41
112680	-37.08
112700	-37.42
112720	-37.6
112740	-37.41
112760	-36.82
112780	-37.29
112800	-37.32
112820	-37.26
112840	-37.05
112860	-37.74
112880	-37.48
112900	-37.38
112920	-37.4
112940	-37.59
112960	-37.58
112980	-38.1
113000	-38.05
113020	-37.06
113040	-36.7
113060	-36.64
113080	-37.16
113100	-37.21
113120	-36.8
113140	-36.95
113160	-37.23
113180	-37.24
113200	-37.15
113220	-37.33
113240	-37.13
113260	-37.62
113280	-37.46
113300	-37.01
113320	-36.89
113340	-37.16
113360	-37.02
113380	-37.94
113400	-37.71
113420	-37.68
113440	-37.86
113460	-37.95
113480	-38.01
113500	-37.02
113520	-37.71
113540	-37.52
113560	-37.85
113580	-37
113600	-37.31
113620	-37.34
113640	-37.85
113660	-36.9
113680	-36.88
113700	-37.13
113720	-36.98
113740	-37.11
113760	-37.61
113780	-37.24
113800	-36.79
113820	-37.25
113840	-37.07
113860	-37.41
113880	-37.54
113900	-37.46
113920	-37.25
113940	-36.8
113960	-36.43
113980	-37.23
114000	-37.28
114020	-37.6
114040	-37.75
114060	-37.46
114080	-37.48
114100	-36.91
114120	-37.48
114140	-37.25
114160	-36.83
114180	-36.57
114200	-37.22
114220	-37.8
114240	-37.65
114260	-37.17
114280	-36.73
114300	-37.49
114320	-37.75
114340	-36.87
114360	-36.7
114380	-36.95
114400	-37.35
114420	-37.78
114440	-37.54
114460	-36.67
114480	-36.81
114500	-37.27
114520	-37.41
114540	-37.16
114560	-37.09
114580	-37.46
114600	-37.39
114620	-37.25
114640	-37.08
114660	-37.17
114680	-36.55
114700	-37.12
114720	-37.15
114740	-37.18
114760	-37.15
114780	-37.43
114800	-37.23
114820	-37.12
114840	-36.94
114860	-36.41
114880	-36.56
114900	-37.7
114920	-37.36
114940	-37.3
114960	-37.53
114980	-37.46
115000	-37.78
115020	-36.84
115040	-37.1
115060	-36.81
115080	-37.27
115100	-37.18
115120	-36.77
115140	-37.4
115160	-37.26
115180	-36.87
115200	-37.12
115220	-37.11
115240	-36.83
115260	-37.02
115280	-36.71
115300	-36.34
115320	-36.88
115340	-37.31
115360	-37.37
115380	-36.89
115400	-37.9
115420	-38.39
115440	-37.89
115460	-38.59
115480	-38.44
115500	-39.14
115520	-38.88
115540	-38.3
115560	-38.7
115580	-38.52
115600	-38.5
115620	-38.28
115640	-37.5
115660	-38.23
115680	-38.89
115700	-38.82
115720	-38.12
115740	-38.7
115760	-38.38
115780	-38.33
115800	-39.28
115820	-38.6
115840	-38.45
115860	-38.09
115880	-38.24
115900	-38.4
115920	-38.46
115940	-38.42
115960	-38.51
115980	-38.95
116000	-38.86
116020	-38.41
116040	-38.35
116060	-38.7
116080	-38.62
116100	-38.71
116120	-38.63
116140	-38.6
116160	-38.54
116180	-38.53
116200	-38.5
116220	-38.08
116240	-37.71
116260	-37.9
116280	-38.18
116300	-38.42
116320	-38.87
116340	-38.4
116360	-38.3
116380	-38.13
116400	-38.21
116420	-38.24
116440	-38.45
116460	-38.8
116480	-38.52
116500	-37.98
116520	-37.33
116540	-37.99
116560	-37.84
116580	-38.21
116600	-38.76
116620	-38.35
116640	-38.53
116660	-37.96
116680	-37.8
116700	-38.15
116720	-37.66
116740	-37.99
116760	-38.4
116780	-38.06
116800	-38.61
116820	-38.63
116840	-38.61
116860	-38.12
116880	-38.05
116900	-38.61
116920	-38.15
116940	-37.74
116960	-38.19
116980	-38.3
117000	-38.34
117020	-37.85
117040	-37.81
117060	-37.87
117080	-38.34
117100	-38.13
117120	-37.86
117140	-37.87
117160	-37.94
117180	-38.31
117200	-37.77
117220	-37.81
117240	-37.82
117260	-38.35
117280	-38
117300	-38.14
117320	-38.47
117340	-38.29
117360	-38.14
117380	-38.25
117400	-38.09
117420	-38.06
117440	-37.59
117460	-37.79
117480	-38.05
117500	-37.65
117520	-37.23
117540	-37.25
117560	-37.78
117580	-37.71
117600	-37.66
117620	-37.89
117640	-37.82
117660	-37.72
117680	-37.7
117700	-37.55
117720	-37.57
117740	-37.68
117760	-37.92
117780	-37.12
117800	-36.83
117820	-37.13
117840	-37.57
117860	-37.41
117880	-37.47
117900	-37.51
117920	-37.49
117940	-38.05
117960	-37.48
117980	-37.51
118000	-37.66
118020	-37.81
118040	-37.85
118060	-37.7
118080	-37.75
118100	-38.17
118120	-37.69
118140	-37.75
118160	-37.98
118180	-37.73
118200	-37.43
118220	-37.77
118240	-37.96
118260	-37.61
118280	-37.55
118300	-37.66
118320	-37.73
118340	-36.81
118360	-36.62
118380	-37.11
118400	-37.24
118420	-37.3
118440	-37.23
118460	-37.25
118480	-36.97
118500	-37.46
118520	-37.59
118540	-37.49
118560	-37.39
118580	-37.29
118600	-36.95
118620	-37.15
118640	-36.96
118660	-37.19
118680	-37.73
118700	-37.6
118720	-37.46
118740	-37.49
118760	-36.92
118780	-36.71
118800	-36.65
118820	-36.55
118840	-36.88
118860	-36.99
118880	-36.95
118900	-37.02
118920	-37.05
118940	-36.98
118960	-37.01
118980	-37.13
119000	-36.72
119020	-36.53
119040	-35.98
119060	-36.45
119080	-36.67
119100	-37.03
119120	-36.68
119140	-36.71
119160	-35.72
119180	-35.6
119200	-35.66
119220	-35.88
119240	-35.95
119260	-35.68
119280	-35.6
119300	-35.48
119320	-35.67
119340	-35.8
119360	-35.55
119380	-35.6
119400	-35.49
119420	-35.24
119440	-35.45
119460	-35.58
119480	-35.4
119500	-35.31
119520	-35.06
119540	-34.8
119560	-34.41
119580	-34.74
119600	-34.91
119620	-34.84
119640	-35.16
119660	-35.17
119680	-34.74
119700	-34.76
119720	-34.84
119740	-34.64
119760	-34.81
119780	-34.92
119800	-34.82
119820	-34.57
119840	-34.45
119860	-34.41
119880	-34.65
119900	-34.47
119920	-34.17
119940	-34.13
119960	-34.53
119980	-34.75
120000	-34.54
120020	-34.52
120040	-34.49
120060	-34.35
120080	-34.21
120100	-34.18
120120	-34.48
120140	-34.54
120160	-34.25
120180	-34.22
120200	-34.19
120220	-34.16
120240	-34.24
120260	-34.14
120280	-34.2
120300	-33.88
120320	-34.01
120340	-34.02
120360	-33.9
120380	-33.92
120400	-33.69
120420	-33.55
120440	-33.5
120460	-33.54
120480	-33.71
120500	-33.82
120520	-33.76
120540	-33.49
120560	-33.28
120580	-33.31
120600	-33.51
120620	-33.38
120640	-33.13
120660	-33.4
120680	-33.39
120700	-33.29
120720	-33.2
120740	-33.19
120760	-33.16
120780	-32.61
120800	-32.7
120820	-33.05
120840	-32.99
120860	-32.52
120880	-32.41
120900	-32.84
120920	-32.77
120940	-32.71
120960	-32.55
120980	-32.59
121000	-32.69
121020	-32.74
121040	-32.95
121060	-32.94
121080	-32.81
121100	-32.33
121120	-32.45
121140	-32.41
121160	-32.36
121180	-32.46
121200	-32.48
121220	-32.29
121240	-32.31
121260	-32.51
121280	-32.46
121300	-32.52
121320	-32.39
121340	-32.35
121360	-32.28
121380	-32.35
121400	-32.6
121420	-32.32
121440	-32.4
121460	-32.24
121480	-32.33
121500	-32.37
121520	-32.15
121540	-32.34
121560	-32.38
121580	-32.14
121600	-32.11
121620	-32.12
121640	-32.41
121660	-32.32
121680	-32.3
121700	-32.32
121720	-32.43
121740	-32.3
121760	-32.26
121780	-32.25
121800	-32.4
121820	-32.37
121840	-32.26
121860	-32.36
121880	-32.43
121900	-32.41
121920	-32.58
121940	-32.57
121960	-32.63
121980	-32.62
122000	-32.55
122020	-32.62
122040	-32.61
122060	-32.72
122080	-32.69
122100	-32.48
122120	-32.53
122140	-32.38
122160	-32.32
122180	-32.63
122200	-32.85
122220	-32.66
122240	-32.66
122260	-32.51
122280	-32.56
